"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1496.65401619032,1377.13430588854,1218.67131640117,1061.66270719196,946.200067129797,894.01074939135,898.357541830393,950.05466754174,1037.93477718806,1127.79474190828,1170.56963960025,1116.94685160779
1563.2923531232,1398.63681438702,1232.44991707251,1087.13099477863,984.899634034428,937.190597172881,938.722169023114,982.774657854774,1060.69788203291,1141.39971478156,1179.30935504024,1128.61469051042
1568.70400335446,1431.27774450795,1262.34713672517,1100.17042718593,982.706826977394,929.973381626383,934.176780041196,985.131422388756,1070.85770240074,1158.52068899918,1201.83040284177,1154.27261378184
1526.37988022341,1380.432882968,1213.20585549651,1058.2607575489,948.887540535273,902.055656072848,909.43778109986,960.5305259155,1043.26014552212,1127.29751459638,1170.5358430887,1130.67204653737
1508.12448267684,1395.71503029436,1239.7236650087,1080.78505206789,959.25673111549,898.868705528076,897.578297468338,951.125824263374,1052.68089714907,1165.52866905105,1233.67399721091,1200.80040060882
1491.96576593614,1371.3323691835,1212.70090172967,1057.51831182121,946.886196297161,901.185067544227,908.677757048033,954.864285033896,1024.3653779113,1091.57997148068,1124.31229792374,1090.25667769519
1425.78741277647,1321.60809804952,1170.29893232781,1018.30081823421,911.65228492656,872.249453661597,884.567713449337,929.863465579653,989.491533412782,1045.950896877,1082.47870142833,1082.32439528162
1562.99618096447,1452.51360261962,1285.74864709588,1115.92531232712,995.822291571868,951.499997565146,967.605508230586,1025.22346408869,1105.13576566547,1184.60496105086,1238.62304837607,1242.14418327297
1433.40072341197,1320.3898643681,1172.3557239115,1027.56524334137,923.978851942747,881.166258150934,890.191553084165,939.666731747375,1017.35574473392,1101.16402635262,1162.63667782546,1173.21279482302
1506.38296087939,1351.76322243624,1182.22285446088,1030.17194734699,927.723708478566,889.178364659746,901.22602279586,948.181725714926,1014.27364181096,1082.72002418272,1136.08756767396,1156.93210782417
1449.2543035552,1296.82408728876,1145.48441189791,1013.97097649414,920.867093079535,875.612847090638,873.476322787417,908.506507554431,974.010185371077,1054.66602563172,1129.58617219199,1177.78999348187
1355.03615225645,1237.56226138963,1089.61311544502,949.36389684067,854.628947992823,821.572211208655,832.799508626287,868.0299423693,907.764630275065,941.595622853808,964.98008846921,973.472947449175
1343.60142098881,1235.54506327849,1100.13524940272,971.19078659483,882.221832406224,848.219563472421,855.47073600932,887.792908777373,929.317344444523,967.82211360334,993.438066152605,996.335264979535
1353.9659928083,1240.74539863646,1104.04295074002,975.324544152053,885.774363553954,849.67397252775,855.105871951424,887.898879889709,933.807834189912,977.727552671788,1003.99800152441,996.949899409665
1313.29137815731,1200.01954147216,1058.75205747778,924.067141484006,830.230553821134,792.760756048053,798.117896627945,830.262484187803,873.495063451282,916.069098765718,948.788325203402,962.498982348712
1414.68703818823,1311.98300729852,1168.93099439834,1025.68956798659,922.077616992101,877.533256139277,879.904400135637,914.321527128113,965.760394668033,1017.39813338289,1051.25146943319,1049.31778890496
1389.80149085362,1236.44311877257,1097.29469492324,988.275969518409,925.107469195471,911.556306068672,932.861799741352,972.669481213765,1015.39926336035,1054.473248343,1089.12140238,1118.67048942392
1292.33761926287,1200.20950807125,1074.43504636994,954.40624147839,879.127701283032,864.360067691585,889.835835344718,932.188303419274,969.390581412656,994.991073798809,1012.5867624559,1025.94210555216
1292.84750938416,1177.54723836008,1056.14969378413,953.825264917522,895.470417289181,889.546192492281,919.038725019551,964.74275950562,1008.59485367934,1045.80514248989,1080.14735909311,1115.53796328165
1262.03667817317,1154.0859676671,1025.10631166547,910.438321993181,845.047349885196,841.383111181098,876.99608685761,926.434673172069,965.803968781784,989.305737743716,1002.8170121146,1012.40941175118
1414.21283292227,1246.94099251993,1108.70508850767,1008.38943581449,954.739144358195,948.147023386651,976.059816109285,1024.8106256462,1081.16675657977,1136.94310549129,1187.21107992912,1227.09636262438
1331.98278380927,1188.0462388704,1059.40866521659,961.614111107644,909.997439444073,907.342391567776,936.978470404827,980.561696006823,1021.02852956208,1056.20056047339,1093.50268666898,1140.51986121917
1297.81898328496,1173.16305507185,1048.91517449517,947.764536924621,892.14889937739,889.419717719264,923.544681031351,976.479971574577,1031.06290450935,1080.37396495263,1124.10213476754,1162.04653742962
1365.39276275875,1215.43047718526,1086.71649210464,991.154036339719,940.476556490217,936.23056577025,964.172830646232,1008.70185979983,1054.83780463208,1094.82741315666,1125.57975378255,1144.08160025862
1311.45228697668,1166.02115478317,1040.17885361715,945.797278236169,894.590004717905,888.77148834777,915.832547183157,961.997449842487,1013.88890722794,1062.76152179034,1102.8582131087,1128.47170604747
1240.27309047729,1105.12355679512,989.884667612379,903.030436722581,852.9293470119,841.618026927498,861.318730536056,903.409464645717,959.339701848268,1021.38970447033,1082.37572821585,1135.12296201173
1257.36109595224,1123.69033179621,1001.63055448511,906.609757192522,853.866460936234,847.270857386729,873.072227726153,916.004075890345,961.664727767688,1005.7060644449,1050.26613165279,1097.59107786623
1376.17048755259,1220.71812343532,1103.48342435648,1023.34400924609,979.177159794595,969.839923320132,994.157983863735,1050.95432755013,1138.41508423981,1247.32292972177,1363.68411780335,1473.42529525888
1337.02154380794,1173.87724914241,1053.25325336128,973.551125952761,933.123477044982,927.385355161477,947.198588338635,983.033329732235,1025.58811730109,1068.21646233938,1105.98476216408,1133.98796219256
1307.60282730566,1181.42810623894,1066.61855620686,976.678096224458,924.942315862067,914.647038009462,933.373447201519,967.356092415707,1003.44483961116,1035.64261465882,1062.56722079211,1082.91337586717
1422.3851469206,1269.55190065005,1147.36243956789,1061.40235586607,1017.20234518886,1016.9993103167,1057.92477509115,1136.67109097191,1249.13092328024,1381.90058597757,1515.57874698673,1630.66411346327
1289.14146089696,1153.54708998967,1030.55975979489,935.844206692588,884.854851734747,880.427196291893,905.837416228329,942.679164784168,973.826886053054,997.044217800959,1019.70072919536,1049.32608826042
1351.43436183089,1205.82606983594,1077.35687233775,980.096788401037,927.923216892889,923.156344821124,950.202680811701,991.927771909346,1032.21740623577,1066.81767443264,1099.12647521901,1132.66923744858
1331.98933480355,1192.84384291948,1071.33491644881,979.91890753385,930.881246364083,926.252045958878,952.165677723932,993.389137442264,1035.47508805107,1073.10957315496,1106.87114001492,1137.4365442862
1335.02701118167,1199.66072859428,1074.14606642671,976.290668879823,923.676578727119,920.349753099048,949.375216379351,992.013181532702,1030.7061575466,1061.64084467399,1089.87116333904,1120.59882096878
1341.6924014824,1210.60977433021,1085.03750678949,985.127852204013,930.786965854935,927.155119266694,956.485464140825,999.06236767797,1036.55991617123,1066.80768036361,1098.05812419158,1138.73742647818
1321.14522526249,1200.00984687156,1079.30172905718,981.260324852379,927.86346002766,925.391324600888,955.792773173356,998.923642246011,1035.78824675479,1060.74196344238,1076.75375731393,1086.93615317894
1432.61767686788,1273.5044581123,1157.06289620624,1079.6105996203,1037.47193596637,1027.37682133466,1046.68377195678,1092.80537719476,1162.63720512984,1247.06445145425,1333.09465225431,1407.67071595631
1324.55812222101,1202.80434760443,1075.83989827782,968.055047157932,903.580373075039,890.964809671316,914.605740547376,956.822996612088,1000.64751737723,1037.37687986338,1063.64197561294,1076.16258474369
1364.64763588738,1258.24865578846,1127.97451906874,1004.99521065327,920.196212742788,887.392844080007,893.941670047684,924.923234234179,965.87547379236,1007.65352606254,1044.54298011889,1070.88659923112
1416.91283303931,1285.33912860294,1144.28670799295,1017.74014710586,929.471015429879,890.470497955008,891.92018369903,923.297610413298,973.378002945174,1022.77219863315,1046.82368803578,1020.78817259864
1350.77501885029,1236.88273976071,1097.02017194245,964.684664196786,873.077758748241,837.652603214578,846.352333573109,884.753633186916,938.641804436073,996.227345773233,1047.28539827851,1081.61718040915
1389.47746466853,1291.04938023629,1151.75490902954,1012.46786034594,913.707579231266,874.725555618052,881.808104013321,918.405824908999,968.227515174758,1017.98350457162,1056.32059569373,1071.91786568245
1442.11314350844,1328.94323848878,1173.81342403826,1021.59494807136,916.751024568916,879.262831491306,891.164390967263,931.225453656132,978.744246090673,1019.16252683215,1041.88562349247,1036.38492316772
1393.945964608,1301.29065538056,1154.93675066328,1002.97695564975,893.111752917078,849.508268052573,859.856923309415,908.710360008814,979.914978419687,1049.10712657807,1086.62634462781,1062.72389258124
1346.71366833471,1244.70891812918,1104.7315101871,966.155143929551,868.002858142928,828.258053532959,832.292691780342,862.673449488351,902.540276621655,941.697425971108,974.248700538007,994.369562493824
1395.96372385015,1296.31904333024,1145.3471273683,992.354664740491,886.219622667322,850.096675029176,867.269391029256,917.591567425417,981.285298246721,1042.85413330004,1089.5638519263,1108.72627062535
1379.01659259361,1280.53236814572,1140.22508630135,998.618768014984,895.901962063664,852.134886578513,856.178847189469,894.211372107017,951.974399779308,1010.14613766742,1046.13787001495,1037.30643234521
1450.42903337636,1319.85015861055,1161.74463532009,1013.30297073123,911.389416194167,873.292870495853,885.960435950221,933.729167862772,1000.38444775906,1063.29844947283,1095.70579348824,1070.77214106695
1466.42678274292,1342.10548072259,1182.12067006161,1026.90655146708,916.555983095583,870.681270073968,877.149860332973,921.098461399371,987.147913804425,1053.92210425659,1096.17591699802,1088.59975289639
1512.10678551108,1373.5064953281,1216.98789740711,1071.73723175462,966.717886924517,917.522164314176,919.017180228347,964.287239350916,1045.22476262293,1139.86652247505,1217.31016326669,1246.50434388942
1517.87671884663,1409.33071411972,1246.65529261952,1077.14575760188,947.731088151527,883.360813086048,874.916313308934,910.348376354725,976.714174765127,1050.68260679017,1102.22045823364,1101.18281302523
1451.68930648754,1362.68338463768,1205.59701098033,1036.18366151673,909.74650804657,854.57047027716,857.062177172643,900.025824084841,966.344551169502,1039.81923192798,1104.84282589105,1145.81816068998
1481.98881562835,1373.75580306794,1215.0459744245,1052.00771436884,930.4541469053,876.082756049267,883.411783833265,944.277386957961,1048.60031738851,1164.03474703975,1243.86931231019,1241.15322400639
1465.82029719219,1369.30123163553,1215.22530811024,1052.9086930628,931.292845236805,876.836761204725,881.151621173754,932.850943728272,1019.09870011307,1110.20787375019,1165.61984301478,1144.5947928645
1535.0204448138,1418.61835761937,1257.82187224083,1097.12785343807,980.674750695341,931.096096959843,937.692804546312,986.898463564541,1064.4707489689,1148.30982203197,1211.24648036065,1226.02703216741
1538.41048847122,1413.42267671892,1255.03895609791,1098.71921953638,979.694428367021,919.459648190144,918.219306220923,974.34637691022,1084.08726935013,1218.96707033713,1334.56162647696,1386.18096370554
