"bspl4.1","bspl4.2","bspl4.3","bspl4.4","bspl4.5","bspl4.6"
1496.65401619032,1390.83134658678,823.621060099371,897.565779128995,1261.48583763603,1116.94685160779
1563.2923531232,1372.10817933939,882.494877940177,930.544250280843,1263.38610509482,1128.61469051042
1568.70400335446,1435.57792685416,856.685991259165,936.418628837172,1286.87918298492,1154.27261378184
1526.37988022341,1374.67807082626,825.501089636227,918.895842290399,1247.41368648154,1130.67204653737
1508.12448267684,1413.92340682531,848.106219703917,870.273830734152,1325.65677978138,1200.80040060882
1491.96576593614,1384.63178461928,813.932440775233,932.970322718221,1185.85664297747,1090.25667769519
1425.78741277647,1346.17908256445,767.626822594801,931.156129967517,1111.75413598518,1082.32439528162
1562.99618096447,1484.04055560687,835.378512719491,1013.87904409478,1278.90368518106,1242.14418327297
1433.40072341197,1332.26969189914,801.558853016317,906.56474375886,1203.02579132475,1173.21279482302
1506.38296087939,1339.72555395301,794.29899524726,937.521341665719,1158.43749816622,1156.93210782417
1449.2543035552,1269.91732685102,832.166923570551,861.912543752529,1143.74851983985,1177.78999348187
1355.03615225645,1245.63357139635,719.172745342874,888.40961690863,974.004171135802,973.472947449175
1343.60142098881,1242.0265729094,764.734511148635,893.511263463316,1010.68271621548,996.335264979535
1353.9659928083,1242.75472703603,774.08487698496,883.490231166694,1032.30936442697,996.949899409665
1313.29137815731,1206.04389439437,711.125320316399,832.054586853695,961.087170204299,962.498982348712
1414.68703818823,1330.17788771788,800.370971531416,902.963443071719,1080.88541794312,1049.31778890496
1389.80149085362,1200.1654474404,813.230914698761,994.626501293284,1085.94531644088,1118.67048942392
1292.33761926287,1216.34684869249,737.045259502781,978.012796095704,1010.67656257906,1025.94210555216
1292.84750938416,1165.90567055765,771.896541038681,1001.31345807556,1070.04650435209,1115.53796328165
1262.03667817317,1157.34597017503,695.345426927837,986.648502116673,1000.60661273951,1012.40941175118
1414.21283292227,1195.64482479283,848.817926933706,1037.4687564731,1186.67849502313,1227.09636262438
1331.98278380927,1153.04372905637,794.067311626681,1018.57177037006,1074.02728559766,1140.51986121917
1297.81898328496,1154.45612150842,767.87784700245,1006.94608005465,1119.28640824228,1162.04653742962
1365.39276275875,1173.96991590665,833.003987834923,1033.97948755708,1130.18225612989,1144.08160025862
1311.45228697668,1126.56887097645,791.385345963473,977.600420973191,1108.34235540949,1128.47170604747
1240.27309047729,1066.37508699492,769.832128749392,896.514332321935,1078.61200796393,1135.12296201173
1257.36109595224,1093.17559316776,747.698744422257,938.708864516426,1037.14473113072,1097.59107786623
1376.17048755259,1162.36064752391,911.04265558217,1007.64150223222,1349.07633988036,1473.42529525888
1337.02154380794,1110.98712191222,856.635546896256,989.463286580654,1107.72774538171,1133.98796219256
1307.60282730566,1151.94549367202,831.046066937135,986.635841357708,1062.59779914742,1082.91337586717
1422.3851469206,1219.13781105302,924.940967190643,1095.88819270131,1509.3114555874,1630.66411346327
1289.14146089696,1122.09263454449,774.291975329666,983.69545296923,1005.79093329825,1049.32608826042
1351.43436183089,1168.72701052284,817.066312620569,1024.4371086184,1089.482154679,1132.66923744858
1331.98933480355,1156.21953154689,827.894954878046,1019.10520538679,1101.75632315854,1137.43654428619
1335.02701118167,1170.81386391866,806.732796151608,1031.49777964322,1079.3974292504,1120.59882096878
1341.6924014824,1186.32303693312,809.966932219512,1042.01210017617,1079.8233114012,1138.73742647818
1321.14522526249,1181.89028811248,805.629477248183,1044.30811744312,1076.78534690702,1086.93615317894
1432.61767686788,1210.56860783918,974.20527918366,1061.33645049338,1328.84149992904,1407.67071595631
1324.55812222101,1188.86903231184,784.834753869824,983.165160787163,1070.59541239556,1076.16258474369
1364.64763588738,1261.89369422642,809.702028421311,927.927994680023,1047.43831959806,1070.88659923112
1416.91283303931,1271.66457027362,831.202921020506,902.965835911344,1093.29909383496,1020.78817259864
1350.77501885029,1241.09114443849,755.220279276852,878.19986416905,1054.03278218103,1081.61718040915
1389.47746466853,1310.80266829038,787.13590054396,917.611637849839,1071.36332088682,1071.91786568245
1442.11314350844,1347.71741636103,769.793738407396,947.497882877844,1064.64531216451,1036.38492316772
1393.945964608,1333.10971935637,755.261399864446,890.753678574125,1141.59332272905,1062.72389258124
1346.71366833471,1261.28784572368,743.809933239705,868.691815670537,979.746720999554,994.369562493824
1395.96372385015,1325.63033511587,733.974489854613,924.160657884017,1107.30925767099,1108.72627062535
1379.01659259361,1300.71530632549,775.075827105337,877.190032312647,1084.71734188706,1037.30643234521
1450.42903337636,1322.80615977909,777.531677552749,922.888012752547,1147.22083355693,1070.77214106695
1466.42678274292,1352.74608399025,784.354211259856,901.931315049741,1138.62247970081,1088.59975289639
1512.10678551108,1365.54719816701,861.329865068305,910.482925323891,1252.9588951646,1246.50434388942
1517.87671884663,1437.5569246461,822.384331669986,867.509711204311,1146.86177833661,1101.18281302523
1451.68930648754,1407.22339055389,763.332104432743,881.056684994477,1116.78775787145,1145.81816068998
1481.98881562835,1399.35215941559,801.054799167268,879.481059654394,1314.04860841853,1241.15322400639
1465.82029719219,1403.1179573412,798.763797853136,886.488472604897,1233.60129067079,1144.5947928645
1535.0204448138,1438.0094894427,845.623029951513,955.480323927089,1248.4940009693,1226.02703216741
1538.41048847122,1420.50284146079,876.111546794425,881.837991282411,1380.39365623138,1386.18096370554
1442.07159247092,1365.94517808175,773.640240962981,881.709038888498,1145.57788734758,1106.76451396789
1486.27535466102,1420.46117062639,816.762233921736,992.592593571305,1183.6833666027,1086.80497523712
1510.60443689628,1459.06271319269,813.022296703409,956.950173864233,1149.05708803978,1096.87529635516
1313.51715269898,1246.23952960219,670.37411461793,851.531653583083,919.999697536997,918.880922429619
1288.97712354503,1239.11627823646,663.479228707179,815.74802898275,973.112281577876,942.968389742154
1262.49983724151,1189.47296375243,597.002214937126,846.999498121349,776.44412970578,949.346455797006
1406.95753275764,1351.80796482607,719.585416805054,989.022338847836,1003.90912447522,1003.18536492273
1378.39347994319,1273.77922713738,782.135660251701,924.487254006606,991.050240656594,997.422136829437
1337.6025655355,1241.95723404183,767.849604332824,859.430800115923,1004.89060251252,971.659517187533
1264.07944756861,1203.33476474608,638.269525020427,839.117595120366,858.219172356755,972.168091477251
1198.41595784826,1060.30172469472,615.014835890228,771.494622952009,815.174883981092,1065.94563664143
1205.25348145483,1079.04452237016,636.666741586383,788.899801835307,864.223985977082,911.468089491759
1362.29058610534,1312.9275153021,807.971002717781,1090.35526978507,1058.9059337104,1090.18196119553
1352.46116989616,1284.25829295007,745.725447840757,1055.36953624707,1062.86637196453,1091.51667999997
1141.67121202765,995.550893551138,569.973730733564,808.250804012203,810.69129077165,857.645942716077
