"bspl4.1","bspl4.2","bspl4.3","bspl4.4","bspl4.5"
311.985924428625,279.845734288636,802.400662272996,635.933589906984,734.054348939463
317.936025297384,318.977867684472,803.188795073472,590.229890817222,649.67496230144
255.396165011806,233.113071850383,492.111338513452,536.829223838103,611.734437011883
236.949018252816,269.949430600499,568.04875021935,588.821737437007,557.014618511236
254.943962958401,293.753310752992,448.254181759907,511.971042210935,596.337921580061
371.873033252162,421.459934829415,562.177032904775,696.38988043671,698.398418854416
268.210947616938,353.263270226412,498.67105674263,628.744123658049,584.817279704317
168.404867437265,273.031224831714,451.047476091514,538.568014986285,502.777107341936
216.285481089431,248.394355032117,441.355690048091,582.832897674396,541.749820686697
203.634579034212,296.487695594181,542.340099690183,491.713083551479,489.875893008019
239.435926062995,319.050429177367,530.907974301614,614.717625291459,575.966704635425
191.796046939547,240.844649131496,554.635901565631,437.2605410065,454.089950707515
171.956759442296,289.764315130087,522.863193403977,498.553916005912,477.465477996858
176.37751693252,376.933363179225,406.940343118878,638.091989943624,574.901542023533
319.739865092731,241.65216698349,494.989426355288,641.892012390577,516.958573157777
271.029949365682,302.91547498583,656.829645814514,606.827999979881,569.509995118486
228.020809838346,385.151301613327,346.955602780573,499.506002484429,616.726920358867
279.021358312733,317.461818995067,742.570306497591,575.955681560817,642.054219370889
169.878289049285,234.961434998492,454.705976790755,522.479529489777,496.143489145303
166.006368887626,263.572939304722,355.005986977403,567.910693081142,491.462249663334
158.988655468279,297.92573490673,318.673189146153,535.357099490314,557.385736918884
228.315683931285,297.290397977854,572.89382035979,476.903730367236,502.23859967802
193.069126116753,324.233428383122,415.483201166928,599.112749970164,501.101211927288
183.692755454376,433.767992600769,574.418426447293,546.106937400648,542.578931858596
170.779055731807,414.077860178329,346.071006711104,618.950430257194,606.845678658054
212.969360714754,358.586042159824,423.929038817143,624.090740357892,625.206918297371
252.026294350137,233.6867745781,634.410315781516,461.999135613641,513.162350942719
211.805081713985,266.420294294893,522.226148529835,599.460040393869,607.445459216604
310.152333821462,428.571359989908,718.374607509984,666.337747561093,625.210030180953
236.682395406666,315.34131770637,573.892701342338,612.686354475207,618.540978866198
281.429731883775,338.429357879558,456.088846262025,611.467569417786,580.118740810094
299.26045848596,336.901998471953,377.34172857317,534.044056287509,562.692587063181
207.461850634529,279.541027429951,305.076098307184,415.930034822341,511.822341554599
246.416814390345,372.526226181145,439.566507525257,674.224309191174,619.918465328383
198.947709807337,275.990374573809,438.261518469521,623.34192261187,585.414760513344
306.843044988236,265.233833797693,575.469334414291,555.252985419701,523.003876552971
162.699036092679,302.767625855572,362.315735885775,578.378829475192,528.347277345336
261.076801776159,338.875893036069,519.414355617048,598.30532049248,621.343916106519
199.533070615017,350.293547582802,638.815699569368,639.217198906377,664.458943902849
237.412347021133,409.371301686257,489.552548470475,685.623436705533,627.831447458707
179.189329172819,313.888215560474,488.64429107426,641.340204042983,604.677799454806
199.341845913088,282.397826770619,393.944969420803,618.59341817939,591.630708948631
174.763379041832,273.430196438018,430.270205094786,592.595428537834,558.359326854199
198.199801199821,236.232655265748,438.448831083398,610.914079224316,573.481608966918
237.720560354061,283.538416870603,402.375228164991,531.676321503162,535.648560369019
187.917208772139,271.167839600085,406.057938845793,579.056382981611,561.789824658146
169.422954256692,367.961240617798,331.555428598052,573.251576051561,551.51723215026
199.165709752061,327.622776199683,370.48606104006,621.467550394474,561.219660304429
197.78001130834,334.503302584629,306.833205499103,461.838582738871,490.171102424033
175.975472769897,270.813550105357,263.061407443054,401.648436065819,435.139113945757
227.535379001111,293.312095183694,283.577639037085,487.011953095527,515.936267999227
196.377302771411,383.666523277807,214.243474132443,444.965517230387,415.989460435058
195.486452882533,282.358927019494,181.665456260577,359.51332021803,330.961734288175
229.582517149263,246.986303507727,333.710357389711,390.121600770378,470.021700818527
247.554135374393,274.653841072239,288.026290168028,385.437398564946,409.762190505527
199.458088272389,291.166372173805,281.514443563165,365.898096698762,406.731752482001
178.380538464939,279.371441021409,332.332625547209,471.108549974722,503.400198404514
177.741990059409,297.445687833947,259.12054320217,432.233727692764,488.639405366764
226.009062139708,277.840006460184,278.482356551717,432.929200585311,468.484867809465
196.741787712379,291.960491295219,277.057561053831,405.776536651513,472.265073541599
202.358434828058,285.679076531658,259.466141070183,394.925123676339,400.8665524193
244.154670805543,376.84776620617,183.732300346406,482.387376691849,380.740325436433
218.502855781912,308.035445464062,214.444934082679,354.501465280583,321.26970709821
351.355642963185,393.533171073468,397.030245046453,480.905935868146,504.208001686001
184.839143003891,237.029839719444,237.120957968631,355.378363586599,352.173153399984
232.043866808913,302.380645583487,238.756262740414,438.02180705964,384.631872937229
162.386301973099,282.515634596249,236.89465332818,349.162787529447,384.640392185759
124.137088697033,269.940396243472,216.280927370837,375.264500690157,362.728861835885
181.258325352347,255.34255923366,321.403675515712,385.730436457089,409.461814093651
180.130893522258,315.88013534935,242.47156490447,348.945062561118,363.581758085291
153.460100086054,287.179773091215,358.236551084575,479.306646283092,530.621378404254
188.841224662799,258.935279731794,331.144612619797,356.13955781883,453.507114282553
201.580862367959,254.438820907193,213.83540390372,384.068357382172,359.429601445732
203.976636218939,336.185376117053,211.355204447659,350.064139661582,395.769830678026
258.074190922405,324.148467327134,329.336898858197,488.112688839749,478.343089056122
245.170619041178,370.996503953281,172.688219445152,453.691158525442,392.333336404396
191.030454858982,257.935915433069,269.1169184529,419.358259006423,503.320212318739
200.794416054038,398.27441697686,400.314487629398,614.622608156783,603.223661108068
275.651753794217,259.727704737967,308.226417566247,394.603155673541,422.755173993104
191.472992568637,265.213531630311,250.749940046707,382.751593446233,381.331356302939
170.271917258569,269.589972968421,248.283599504202,379.909243266545,381.651733450018
150.894149359039,290.930354348772,252.628030099752,300.589955718709,358.58102153865
176.555812483506,314.377354343932,250.705615563678,388.039255683104,372.49004355034
177.509081425317,263.623572252156,246.763862946907,388.936950807312,356.206690188247
154.239015584624,219.050475826953,223.19651904956,317.553785808225,314.997010435969
148.458053618313,276.894520276628,201.738157840402,269.468581428956,324.862194923792
152.299413355663,292.03965210671,230.444027752418,262.447866289734,343.946247915267
192.074478101021,154.911290750333,393.356997986087,250.676308879121,325.0556270664
163.172015898662,307.191070452504,206.576621295791,333.870018464395,346.027084460131
142.772527470498,330.711187618537,192.715672268232,350.147527828362,344.612989737382
214.963526107483,251.538520062545,446.236093703295,518.333081487034,543.212265756795
210.027333157043,266.610947889764,352.194794510583,550.248563548868,492.828427140311
202.084939330166,339.063540808417,397.926608152701,584.006790780915,555.175298719919
183.944643052954,313.144343502784,243.683231727667,482.10376699211,470.051992445564
225.677258752255,317.074996140227,337.731023334689,505.927492406692,550.13414501432
135.070615619786,288.481562638293,277.354045782381,366.03377480986,374.92466645266
